instance,n,algorithm,seed,run,tour_length,runtime_s,hk_length,hk_time_s
data200,200,NearestNeighbor,,,10452.656883794936,0.29389790003187954,,
data200,200,GeneticAlgorithm,0,0,8756.743227692012,4.068876600009389,,
data200,200,GeneticAlgorithm,1,1,8679.279981077592,5.061527400044724,,
data200,200,GeneticAlgorithm,2,2,8659.906684077576,4.731529099983163,,
data200,200,GeneticAlgorithm,3,3,8666.666675748675,4.465147199982312,,
data200,200,GeneticAlgorithm,4,4,8943.418710174194,5.611169499985408,,
data200,200,GeneticAlgorithm,5,5,8687.493859977943,4.788741199998185,,
data200,200,GeneticAlgorithmSummary,,,8732.251523124665,4.787831833333864,,
data200,200,NearestNeighbor,,,10452.656883794936,0.057067500136327,,
data200,200,GeneticAlgorithm,0,0,8756.743227692012,2.5738595000002533,,
data200,200,GeneticAlgorithm,1,1,8679.279981077592,2.5471163000329398,,
data200,200,GeneticAlgorithm,2,2,8659.906684077576,2.409776000014972,,
data200,200,GeneticAlgorithm,3,3,8666.666675748675,2.532948700012639,,
data200,200,GeneticAlgorithm,4,4,8943.418710174194,2.51458299998194,,
data200,200,GeneticAlgorithm,5,5,8687.493859977943,2.551673199981451,,
data200,200,GeneticAlgorithmSummary,,,8732.251523124665,2.5216594500040324,,
data40,40,NearestNeighbor,,,4120.269947160752,0.002480100025422871,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.19577160000335425,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.19065060000866652,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.18744090001564473,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.1939913000096567,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.19756470003630966,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.202615300018806,,
data40,40,GeneticAlgorithmSummary,,,3814.974096260767,0.1946724000154063,,
data40,40,NearestNeighbor,,,4120.269947160752,0.002481500036083162,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.2036388000124134,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.19876469997689128,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.19791039999108762,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.20075039996299893,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.19911799998953938,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.19527069997275248,,
data40,40,GeneticAlgorithmSummary,,,3814.974096260767,0.19924216665094718,,
data40,40,NearestNeighbor,,,4120.269947160752,0.002500500006135553,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.21579899999778718,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.18470839998917654,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.20939089998137206,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.18757660000119358,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.19174759997986257,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.19679820002056658,,
data40,40,GeneticAlgorithmSummary,,,3814.974096260767,0.19767011666165976,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.002430100052151829,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.0038358999881893396,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.002310600073542446,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.2078336999984458,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.19938209996325895,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.21463880001101643,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.20880520000355318,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.18300059996545315,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.19051039998885244,,
data13,13,HeldKarp,,0,176.68586268367727,0.04014590004226193,,
data13,13,HeldKarp,,1,176.68586268367727,0.04124289995525032,,
data13,13,HeldKarp,,2,176.68586268367727,0.03646119998302311,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0002729000407271087,176.68586268367727,0
data13,13,NearestNeighbor,,1,204.97013393113917,0.0003083999617956579,176.68586268367727,0
data13,13,NearestNeighbor,,2,204.97013393113917,0.0002514999941922724,176.68586268367727,0
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.0579823000007309,176.68586268367727,0
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.05524479999439791,176.68586268367727,0
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.05117259995313361,176.68586268367727,0
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.05107000004500151,176.68586268367727,0
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.05308129999320954,176.68586268367727,0
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.0514911999925971,176.68586268367727,0
data13,13,HeldKarp,,0,176.68586268367727,0.046813399996608496,,
data13,13,HeldKarp,,1,176.68586268367727,0.04301229998236522,,
data13,13,HeldKarp,,2,176.68586268367727,0.0432761000120081,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.00032130011823028326,176.68586268367727,0
data13,13,NearestNeighbor,,1,204.97013393113917,0.00030969997169449925,176.68586268367727,0
data13,13,NearestNeighbor,,2,204.97013393113917,0.0002938000252470374,176.68586268367727,0
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.059464699996169657,176.68586268367727,0
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.06075459998100996,176.68586268367727,0
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.05944650003220886,176.68586268367727,0
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.054317700036335737,176.68586268367727,0
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.054439300030935556,176.68586268367727,0
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.05595020001055673,176.68586268367727,0
data200,200,NearestNeighbor,,0,10452.656883794936,0.05689540004823357,,
data200,200,NearestNeighbor,,1,10452.656883794936,0.058080899936612695,,
data200,200,NearestNeighbor,,2,10452.656883794936,0.056959500012453645,,
data200,200,GeneticAlgorithm,0,0,8756.743227692012,2.4709010000224225,,
data200,200,GeneticAlgorithm,1,1,8679.279981077592,2.485285200004,,
data200,200,GeneticAlgorithm,2,2,8659.906684077576,2.4463999000145122,,
data200,200,GeneticAlgorithm,3,3,8666.666675748675,2.427224999992177,,
data200,200,GeneticAlgorithm,4,4,8943.418710174194,2.482030399958603,,
data200,200,GeneticAlgorithm,5,5,8687.493859977943,2.5336890000035055,,
data13,13,HeldKarp,,0,176.68586268367727,0.03857319999951869,,
data13,13,HeldKarp,,1,176.68586268367727,0.037758000020403415,,
data13,13,HeldKarp,,2,176.68586268367727,0.0404971000389196,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.00036910001654177904,176.68586268367727,0
data13,13,NearestNeighbor,,1,204.97013393113917,0.0002870000316761434,176.68586268367727,0
data13,13,NearestNeighbor,,2,204.97013393113917,0.0002690000110305846,176.68586268367727,0
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.05331499996827915,176.68586268367727,0
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.05303440004354343,176.68586268367727,0
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.05767910002032295,176.68586268367727,0
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.05646980000892654,176.68586268367727,0
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.055836499959696084,176.68586268367727,0
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.05145269999047741,176.68586268367727,0
data13,13,HeldKarp,,0,176.68586268367727,0.04005120001966134,,
data13,13,HeldKarp,,1,176.68586268367727,0.04246419999981299,,
data13,13,HeldKarp,,2,176.68586268367727,0.04382930003339425,,
data13,13,HeldKarp,,3,176.68586268367727,0.04029629996512085,,
data13,13,HeldKarp,,4,176.68586268367727,0.04325109999626875,,
data13,13,HeldKarp,,5,176.68586268367727,0.040552199992816895,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.000408699968829751,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.000443900004029274,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0003961999900639057,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.0003603000659495592,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0003570999833755195,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0003480999730527401,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.05901089997496456,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.05344260000856593,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.050418099970556796,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.051927900000009686,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.051345599989872426,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.049800300039350986,,
data13,13,HeldKarp,,0,176.68586268367727,0.04548420000355691,,
data13,13,HeldKarp,,1,176.68586268367727,0.043303499987814575,,
data13,13,HeldKarp,,2,176.68586268367727,0.04060199996456504,,
data13,13,HeldKarp,,3,176.68586268367727,0.036342900013551116,,
data13,13,HeldKarp,,4,176.68586268367727,0.04146119998767972,,
data13,13,HeldKarp,,5,176.68586268367727,0.05450809997273609,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0004887000541202724,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.0006403999868780375,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0003978000022470951,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.0003887999919243157,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0003809999907389283,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0005437999498099089,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.07041330001084134,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.06569459999445826,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.050609299971256405,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.04994499997701496,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.05440149997593835,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.05177070002537221,,
data13,13,HeldKarp,,0,176.68586268367727,0.049505400005728006,,
data13,13,HeldKarp,,1,176.68586268367727,0.06974629999604076,,
data13,13,HeldKarp,,2,176.68586268367727,0.052772800030652434,,
data13,13,HeldKarp,,3,176.68586268367727,0.06790060002822429,,
data13,13,HeldKarp,,4,176.68586268367727,0.10617079999065027,,
data13,13,HeldKarp,,5,176.68586268367727,0.08374670002376661,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0005926000885665417,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.0006052999524399638,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0006423000595532358,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.000486800039652735,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0005638999864459038,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0004518000059761107,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.0719080000417307,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.11709610000252724,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.08363169996300712,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.06639150000410154,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.05635519995121285,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.05717549996916205,,
data13,13,HeldKarp,,0,176.68586268367727,0.0486815000185743,,
data13,13,HeldKarp,,1,176.68586268367727,0.04141489998437464,,
data13,13,HeldKarp,,2,176.68586268367727,0.04511620005359873,,
data13,13,HeldKarp,,3,176.68586268367727,0.039876700029708445,,
data13,13,HeldKarp,,4,176.68586268367727,0.03970389999449253,,
data13,13,HeldKarp,,5,176.68586268367727,0.04278669995255768,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0004056000616401434,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.00038270000368356705,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0003779999678954482,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.0003776000230573118,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0006888999487273395,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0007858999888412654,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.06328310002572834,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.05978760001016781,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.0606005999725312,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.05860910000046715,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.05224029999226332,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.06769999995594844,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.004833499900996685,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.003634600026998669,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.003548200009390712,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.003486400004476309,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.0038400000194087625,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.004762900061905384,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.2236509999493137,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.19437520002247766,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.21899159997701645,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.2142652000184171,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.21099640004104003,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.21087459998670965,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.00316920003388077,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.002900599967688322,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.002862400026060641,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.002876299957279116,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.003608600003644824,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.003995100036263466,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.20631089998641983,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.1990061000105925,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.19779420003760606,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.2016804000013508,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.20619409997016191,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.19695040001533926,,
data13,13,HeldKarp,,0,176.68586268367727,0.043422199960332364,,
data13,13,HeldKarp,,1,176.68586268367727,0.0406704000197351,,
data13,13,HeldKarp,,2,176.68586268367727,0.04381990002002567,,
data13,13,HeldKarp,,3,176.68586268367727,0.040460299991536885,,
data13,13,HeldKarp,,4,176.68586268367727,0.04764840001007542,,
data13,13,HeldKarp,,5,176.68586268367727,0.04713610000908375,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.00037429999792948365,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.00037079997127875686,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.00035930000012740493,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.00035289995139464736,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.00034680007956922054,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0003538000164553523,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.05978619999950752,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.06690730003174394,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.055509300029370934,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.055793700041249394,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.062184999987948686,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.05908929998986423,,
data13,13,HeldKarp,,0,176.68586268367727,0.0777700999751687,,
data13,13,HeldKarp,,1,176.68586268367727,0.07112760003656149,,
data13,13,HeldKarp,,2,176.68586268367727,0.10669559997040778,,
data13,13,HeldKarp,,3,176.68586268367727,0.09363869996741414,,
data13,13,HeldKarp,,4,176.68586268367727,0.11151859996607527,,
data13,13,HeldKarp,,5,176.68586268367727,0.12180700001772493,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0012004998861812055,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.0010563000105321407,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0007410999969579279,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.0008315000450238585,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0008901999681256711,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.002127800020389259,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.17081909999251366,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.1467996999854222,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.11755119997542351,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.1292016999796033,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.10932970000430942,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.0946997000137344,,
data13,13,HeldKarp,,0,176.68586268367727,0.0430079999496229,,
data13,13,HeldKarp,,1,176.68586268367727,0.0403920000535436,,
data13,13,HeldKarp,,2,176.68586268367727,0.048787100007757545,,
data13,13,HeldKarp,,3,176.68586268367727,0.04183760000159964,,
data13,13,HeldKarp,,4,176.68586268367727,0.059294500038959086,,
data13,13,HeldKarp,,5,176.68586268367727,0.04416769999079406,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0006788999889977276,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.00042679993202909827,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0004950999864377081,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.000679299992043525,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0005946001037955284,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0003902000607922673,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.06657790002645925,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.06941979995463043,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.0989990999805741,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.07570929999928921,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.06406840001000091,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.059810200007632375,,
data13,13,HeldKarp,,0,176.68586268367727,0.050479200028348714,,
data13,13,HeldKarp,,1,176.68586268367727,0.052879400027450174,,
data13,13,HeldKarp,,2,176.68586268367727,0.04303509998135269,,
data13,13,HeldKarp,,3,176.68586268367727,0.04424069996457547,,
data13,13,HeldKarp,,4,176.68586268367727,0.04041990003315732,,
data13,13,HeldKarp,,5,176.68586268367727,0.04155490000266582,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0003826000611297786,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.0003695999621413648,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0003686999552883208,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.00035940000088885427,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.0003573000431060791,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.00035070005105808377,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.052537099982146174,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.057352299976628274,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.05535969999618828,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.07723309996072203,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.05933919997187331,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.059072300035040826,,
data13,13,HeldKarp,,0,176.68586268367727,0.04527499998221174,,
data13,13,HeldKarp,,1,176.68586268367727,0.042269300029147416,,
data13,13,HeldKarp,,2,176.68586268367727,0.0432200999930501,,
data13,13,HeldKarp,,3,176.68586268367727,0.04347350000170991,,
data13,13,HeldKarp,,4,176.68586268367727,0.04439469997305423,,
data13,13,HeldKarp,,5,176.68586268367727,0.05030830000760034,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0004414000432007015,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.00042390008457005024,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0004259999841451645,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.00042500003473833203,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.00044789997627958655,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.00042179995216429234,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.05984509998233989,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.057815799955278635,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.059249899990390986,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.05601010000100359,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.054981299967039376,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.07079440000234172,,
data500,500,NearestNeighbor,,0,15695.603667470154,0.5363946001161821,,
data500,500,NearestNeighbor,,1,15695.603667470154,0.49023490014951676,,
data500,500,NearestNeighbor,,2,15695.603667470154,0.5007643999997526,,
data500,500,NearestNeighbor,,3,15695.603667470154,0.5076760000665672,,
data500,500,NearestNeighbor,,4,15695.603667470154,0.49571639992063865,,
data500,500,NearestNeighbor,,5,15695.603667470154,0.49493059993255883,,
data500,500,GeneticAlgorithm,0,0,14725.565844816798,14.43838449998293,,
data500,500,GeneticAlgorithm,1,1,14709.307927895086,13.978163400024641,,
data500,500,GeneticAlgorithm,2,2,15066.391518289025,14.170915899972897,,
data500,500,GeneticAlgorithm,3,3,14428.165638694893,14.115857299999334,,
data500,500,GeneticAlgorithm,4,4,14097.333911516987,14.605598699999973,,
data500,500,GeneticAlgorithm,5,5,14218.709614431034,14.387247500009835,,
data13,13,HeldKarp,,0,176.68586268367727,0.05531680001877248,,
data13,13,HeldKarp,,1,176.68586268367727,0.05161439999938011,,
data13,13,HeldKarp,,2,176.68586268367727,0.06146419997094199,,
data13,13,HeldKarp,,3,176.68586268367727,0.05108689999906346,,
data13,13,HeldKarp,,4,176.68586268367727,0.05140300001949072,,
data13,13,HeldKarp,,5,176.68586268367727,0.044926900009159,,
data13,13,NearestNeighbor,,0,204.97013393113917,0.0005654000560753047,,
data13,13,NearestNeighbor,,1,204.97013393113917,0.0004289999487809837,,
data13,13,NearestNeighbor,,2,204.97013393113917,0.0005881999968551099,,
data13,13,NearestNeighbor,,3,204.97013393113917,0.00045710010454058647,,
data13,13,NearestNeighbor,,4,204.97013393113917,0.00046600005589425564,,
data13,13,NearestNeighbor,,5,204.97013393113917,0.0006092999828979373,,
data13,13,GeneticAlgorithm,0,0,176.68586268367724,0.07077509997179732,,
data13,13,GeneticAlgorithm,1,1,176.68586268367724,0.06904329999815673,,
data13,13,GeneticAlgorithm,2,2,176.68586268367724,0.10013700003037229,,
data13,13,GeneticAlgorithm,3,3,176.68586268367724,0.09064090001629665,,
data13,13,GeneticAlgorithm,4,4,176.68586268367727,0.07338949997210875,,
data13,13,GeneticAlgorithm,5,5,176.68586268367724,0.09660879999864846,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.003910199971869588,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.0032660000142641366,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.003106999967712909,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.0037639999645762146,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.0037841000594198704,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.00348909996682778,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.2088029999868013,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.20315740001387894,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.19126649998361245,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.20418960001552477,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.19871650001732633,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.1955106999957934,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.0031983000226318836,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.0037076000589877367,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.003263399994466454,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.003153399971779436,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.0032759999739937484,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.0033931999350897968,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.20669849996920675,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.23944710002979264,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.2695672999834642,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.19472080003470182,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.19228300004033372,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.20297380001284182,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.0033872000640258193,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.0034746999735943973,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.0032825000234879553,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.0035067001008428633,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.003380799957085401,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.003516900003887713,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.21422120003262535,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.2064702999778092,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.20791330002248287,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.19686130003537983,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.19526549999136478,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.19229759997688234,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.003467499976977706,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.003434700076468289,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.0030595000134781003,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.003451000025961548,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.0037999999476596713,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.003555099945515394,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.2156049000332132,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.20947639999212697,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.20028350001666695,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.24499989999458194,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.2062411999795586,,
data40,40,GeneticAlgorithm,5,5,3814.974096260767,0.20469439995940775,,
data40,40,NearestNeighbor,,0,4120.269947160752,0.0034867999493144453,,
data40,40,NearestNeighbor,,1,4120.269947160752,0.0029731999966315925,,
data40,40,NearestNeighbor,,2,4120.269947160752,0.003321100026369095,,
data40,40,NearestNeighbor,,3,4120.269947160752,0.003057099995203316,,
data40,40,NearestNeighbor,,4,4120.269947160752,0.0031977000180631876,,
data40,40,NearestNeighbor,,5,4120.269947160752,0.004257099993992597,,
data40,40,GeneticAlgorithm,0,0,3814.974096260767,0.212563399982173,,
data40,40,GeneticAlgorithm,1,1,3814.974096260767,0.20435979997273535,,
data40,40,GeneticAlgorithm,2,2,3814.974096260767,0.20028339995769784,,
data40,40,GeneticAlgorithm,3,3,3814.974096260767,0.18687320000026375,,
data40,40,GeneticAlgorithm,4,4,3814.974096260767,0.1968771000392735,,
